secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
137,88,111,0,0,0,151,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
138,88,111,0,0,0,151,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
139,88,111,0,0,0,157,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
140,88,111,0,0,0,152,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
141,88,111,0,0,0,154,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
142,90,112,0,0,0,150,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
143,90,112,0,0,0,145,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
144,89,113,0,0,0,150,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
145,91,114,0,0,0,146,-8,4.47799,51.5454,0,0,15,0,-255,0,0,0,0,0,0,0,0
146,90,115,0,0,0,149,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
147,90,116,0,0,0,149,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
148,90,116,0,0,0,149,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
149,90,117,0,0,0,144,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
150,90,117,0,0,0,144,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
151,90,117,0,0,0,136,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
152,89,118,0,0,0,142,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
153,89,119,0,0,0,144,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
154,89,120,0,0,0,147,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
155,90,121,0,0,0,147,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
156,90,122,0,0,0,151,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
157,90,125,0,0,0,147,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
158,92,125,0,0,0,149,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
159,90,125,0,0,0,157,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
160,92,124,0,0,0,165,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
161,93,121,0,0,0,160,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
162,93,119,0,0,0,145,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
163,93,114,0,0,0,152,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
164,94,110,0,0,0,158,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
165,93,108,0,0,0,159,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
166,94,108,0,0,0,152,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
167,94,110,0,0,0,152,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
168,93,113,0,0,0,158,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
169,94,115,0,0,0,152,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
170,94,117,0,0,0,162,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
171,96,119,0,0,0,172,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
172,94,120,0,0,0,180,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
173,95,121,0,0,0,165,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
174,95,121,0,0,0,169,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
175,95,121,0,0,0,170,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
176,95,121,0,0,0,166,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
177,95,120,0,0,0,166,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
178,95,119,0,0,0,170,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
179,94,118,0,0,0,171,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
180,95,117,0,0,0,171,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
181,94,117,0,0,0,173,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
182,95,117,0,0,0,172,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
183,95,117,0,0,0,176,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
184,95,118,0,0,0,176,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
185,95,118,0,0,0,169,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
186,95,119,0,0,0,167,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
187,95,119,0,0,0,172,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
188,95,119,0,0,0,179,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
189,97,118,0,0,0,186,-8,4.47799,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
190,95,118,0,0,0,189,-8,4.47793,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
191,96,117,0,0,0,186,-8,4.47793,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
192,96,117,0,0,0,175,-8,4.47792,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
193,96,117,0,0,0,177,-8,4.47792,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
194,96,118,0,0,0,161,-8,4.47792,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
195,96,118,0,0,0,177,-8,4.47791,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
196,96,118,0,0,0,179,-8,4.47791,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
197,96,118,0,0,0,173,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
198,97,118,0,0,0,191,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
199,97,118,0,0,0,200,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
200,97,118,0,0,0,196,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
201,97,118,0,0,0,182,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
202,96,118,0,0,0,181,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
203,96,118,0,0,0,165,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
204,96,119,0,0,0,164,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
205,97,119,0,0,0,180,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
206,96,119,0,0,0,176,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
207,97,119,0,0,0,179,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
208,97,119,0,0,0,188,-8,4.47781,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
209,97,119,0,0,0,185,-8,4.4778,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
210,97,119,0,0,0,172,-8,4.4778,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
211,97,119,0,0,0,186,-8,4.4778,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
212,97,120,0,0,0,181,-8,4.4778,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
213,98,120,0,0,0,173,-8,4.4778,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
214,98,121,0,0,0,173,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
215,97,122,0,0,0,181,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
216,97,123,0,0,0,173,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
217,97,124,0,0,0,177,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
218,97,124,0,0,0,176,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
219,98,124,0,0,0,196,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
220,99,124,0,0,0,209,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
221,100,124,0,0,0,200,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
222,99,124,0,0,0,186,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
223,98,124,0,0,0,197,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
224,99,124,0,0,0,204,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
225,99,125,0,0,0,204,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
226,99,125,0,0,0,182,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
227,98,125,0,0,0,174,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
228,98,124,0,0,0,174,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
229,99,124,0,0,0,177,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
230,98,123,0,0,0,179,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
231,98,123,0,0,0,179,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
232,98,123,0,0,0,179,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
233,98,123,0,0,0,169,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
234,98,123,0,0,0,178,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
235,98,123,0,0,0,165,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
236,98,123,0,0,0,175,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
237,98,124,0,0,0,175,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
238,98,123,0,0,0,178,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
239,99,123,0,0,0,183,-8,4.47777,51.5455,0,0,16,0,-255,0,0,0,0,0,0,0,0
240,101,123,0,0,0,171,-8,4.47774,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
241,99,123,0,0,0,177,-8,4.47774,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
242,98,123,0,0,0,192,-8,4.47774,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
243,83,123,0,0,0,220,-8,4.47774,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
244,86,123,0,0,0,240,-8,4.47776,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
245,86,122,0,0,0,225,-8,4.47776,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
246,86,122,0,0,0,229,-8,4.47776,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
247,86,122,0,0,0,217,-8,4.47784,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
248,87,122,0,0,0,223,-8,4.47785,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
249,87,122,0,0,0,222,-8,4.47787,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
250,88,123,0,0,0,226,-8,4.47789,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
251,87,123,0,0,0,217,-8,4.4779,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
252,87,123,0,0,0,235,-8,4.47789,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
253,89,123,0,0,0,243,-8,4.47789,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
254,89,123,0,0,0,253,-8,4.47788,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
255,91,124,0,0,0,233,-8,4.47788,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
256,90,124,0,0,0,231,-8,4.47788,51.5454,0,0,16,0,-255,0,0,0,0,0,0,0,0
